Symbol,Company Name,Security Type,Caveat Emptor,OTC Tier
AGPYY,Agile Group Holdings Limited,American Depository Receipts,N,Pink Current
AGRDF,Minnova Corp.,Ordinary Shares,N,Grey Market
AGREF,Argonaut Resources NL,Ordinary Shares,N,Grey Market
AGRIP,Agribank FCB,Preferred Stock,N,Grey Market
AGRPF,Absa Group Ltd.,Ordinary Shares,N,Grey Market
AGRPY,Absa Group Ltd.,American Depository Receipts,N,Pink Current
AGRRU,Agra Resources LLC,Common Stock,N,Grey Market
AGRS,"Agristar, Inc.",Common Stock,N,Pink No Information
AGRUF,AF Gruppen ASA,Ordinary Shares,N,Grey Market
AGSM,Silver Stream Mining Corp.,Common Stock,N,Pink No Information
AGSO,"AgriSolar Solutions, Inc.",Common Stock,N,Pink No Information
AGSVF,Argentum Silver Corp.,Ordinary Shares,N,Grey Market
AGTAF,Agriterra Ltd.,Ordinary Shares,N,Grey Market
AGTEF,Agtech Holdings Ltd.,Ordinary Shares,N,Pink Current
AGTK,"Agritek Holdings, Inc.",Common Stock,N,Pink No Information
AGTT,"Angstrom Technologies, Inc.",Common Stock,Y,Pink No Information
AGUNF,Arctic Glacier Income Fund,Fund,N,Pink Current
AGVDY,"Avangardco Investments Public Ltd., Co.",American Depository Receipts,N,Grey Market
AGVYY,"Avangardco Investments Public Ltd., Co.",Global Depository Receipts,N,Grey Market
AGXKF,Anglo Asian Mining Plc.,Ordinary Shares,N,Pink Current
AGXLW,Agiliti Inc.,Warrants,N,Grey Market
AGYP,Allied Energy Corporation,Common Stock,N,Pink Current
AGYTF,Allergy Therapeutics Plc.,Ordinary Shares,N,Pink Current
AGYYF,ARMOUR ENERGY LTD,Ordinary Shares,N,Grey Market
AGZNF,AEGEAN Airlines,Ordinary Shares,N,Pink Current
AHAD,"Alphacom Holdings, Inc.",Common Stock,N,Pink Current
AHAG,"Alpha Technologies Group, Inc.",Common Stock,N,Pink No Information
AHAHF,Ahalife Holdings Ltd,Ordinary Shares,N,Pink Current
AHCD,Archival CD,Common Stock,N,Grey Market
AHCHF,"Anhui Conch Cement Co., Ltd.",Ordinary Shares,N,Pink Current
AHCHY,"Anhui Conch Cement Co., Ltd.",American Depository Receipts,N,Pink Current
AHCP,Anchorage International Holdings Corp.,Common Stock,N,Pink No Information
AHELF,American Helium Inc.,Ordinary Shares,N,OTCQB
AHEXF,Adecco Group AG,Ordinary Shares,N,Grey Market
AHEXY,Adecco Group AG,American Depository Receipts,N,Pink Current
AHFCF,Flow Cap Corp.,Ordinary Shares,N,Grey Market
AHFD,"Active Health Foods, Inc.",Common Stock,N,Pink No Information
AHFI,"Absolute Health and Fitness, Inc.",Common Stock,N,Grey Market
AHFP,"Artisanal Brands, Inc.",Common Stock,N,Pink No Information
AHGIF,Alternate Health Corp.,Ordinary Shares,N,OTCQB
AHICF,"Asahi Intec Co., Ltd.",Ordinary Shares,N,Grey Market
AHII,American Heritage International Inc.,Common Stock,Y,Grey Market
AHIX,"Aluf Holdings, Inc.",Common Stock,N,Pink Current
AHKSF,Asahi Kaisei Corp.,Ordinary Shares,N,Pink Current
AHKSY,Asahi Kaisei Corp.,American Depository Receipts,N,Pink Current
AHLLF,Ahlsell AB,Ordinary Shares,N,Grey Market
AHNMF,Archon Minerals Ltd.,Ordinary Shares,N,Pink Current
AHNR,Athena Silver Corp,Common Stock,N,OTCQB
AHODF,Koninklijke Ahold Delhaize N.V.,Ordinary Shares,N,OTCQX International Premier
AHOTF,American Hotel Income Properties REIT LP,Units,N,OTCQX International
AHROQ,"Atheronova, Inc.",Common Stock,Y,Pink No Information
AHWSF,Athens Water & Sewage Public Co. Eydap,Ordinary Shares,N,Pink Current
AIABF,Airasia Bhd,Ordinary Shares,N,Pink Current
AIAGF,Aurubis Ag,Ordinary Shares,N,Grey Market
AIAGY,Aurubis Ag,American Depository Receipts,N,Pink Current
AIAPF,Ascential Group Ltd.,Ordinary Shares,N,Grey Market
AIBEF,Air Berlin plc,Ordinary Shares,N,Pink Current
AIBGY,AIB Group PLC,American Depository Receipts,N,Pink Current
AIBIF,Abitibi Mining Corp.,Ordinary Shares,N,Grey Market
AIBRF,AIB Group PLC,Ordinary Shares,N,Grey Market
AICAF,"Air China, Ltd.",Ordinary Shares,N,Pink Current
AIDA,"AIDA Pharmaceuticals, Inc.",Common Stock,N,Pink No Information
AIERF,Asian Mineral Resources Ltd.,Common Stock,N,Grey Market
AIFIF,Asia Financial Holdings Ltd.,Ordinary Shares,N,Grey Market
AIFLY,Aiful Corp.,American Depository Receipts,N,Pink Current
AIFS,"Agent Information Software, Inc.",Common Stock,N,Pink Current
AIGI,"Artistmss International Group, Inc.",Common Stock,N,Pink No Information
AIHZF,AI Holdings Corp.,Ordinary Shares,N,Grey Market
AIIXY,Aixtron SE,American Depository Receipts,N,Grey Market
AIKO,Alternative Investment Corporation,Common Stock,N,Pink Current
AILFQ,Lexicon Building Systems Ltd.,Ordinary Shares,Y,Grey Market
AILIH,Ameren Illinois Company,Preferred Stock,N,Pink Current
AILIM,Ameren Illinois Company,Preferred Stock,N,Pink Current
AILIN,Ameren Illinois Company,Preferred Stock,N,Pink Current
AILIO,Ameren Illinois Company,Preferred Stock,N,Pink Current
AILIP,Ameren Illinois Company,Preferred Stock,N,Pink Current
AILLI,Ameren Illinois Company,Preferred Stock,N,Pink Current
AILLL,Ameren Illinois Company,Preferred Stock,N,Pink Current
AILLM,Ameren Illinois Company,Preferred Stock,N,Pink Current
AILLN,Ameren Illinois Company,Preferred Stock,N,Pink Current
AILLO,Ameren Illinois Company,Preferred Stock,N,Pink Current
AILLP,Ameren Illinois Company,Preferred Stock,N,Pink Current
AILNP,Ameren Illinois Company,Preferred Stock,N,Pink Current
AILQF,AirIQ Inc.,Ordinary Shares,N,Grey Market
AIMH,AimRite Holdings Corp.,Common Stock,N,Pink No Information
AIMSF,Aims Amp Capital Industrial Trust,Fund,N,Grey Market
AINPF,Ain Pharmaciez Inc,Ordinary Shares,N,Grey Market
AINSF,Ainsworth Game Technology Ltd.,Ordinary Shares,N,Pink Current
AIOAF,Sarossa PLC,Ordinary Shares,N,Grey Market
AIOM,"Axiom Holdings, Inc.",Common Stock,Y,Grey Market
AIOSF,Atresmedia Corporacion De Medios De Comunicacion SA,Ordinary Shares,N,Grey Market
AIPUF,"Airports of Thailand Public Co., Ltd.",Ordinary Shares,N,Pink Current
AIPUY,"Airports of Thailand Public Co., Ltd.",American Depository Receipts,N,Pink Current
AIQUF,L'Air Liquide SA,Ordinary Shares,N,Pink Current
AIQUY,L'Air Liquide SA,American Depository Receipts,N,Pink Current
AIRO,"Airspan Networks, Inc.",Common Stock,N,Pink No Information
AIRRF,"Aurion Resources, Ltd.",Ordinary Shares,N,Pink Current
AIRYY,"Air China, Ltd.",American Depository Receipts,N,Pink Current
AISLF,Asia Satellite Telecom Holdings,Ordinary Shares,N,Grey Market
AISSF,AIS Res Ltd.,Ordinary Shares,N,OTCQB
AITA,Wunong Asia Pacific Company,Common Stock,N,OTCQB
AITB,"AIT Therapeutics, Inc.",Common Stock,N,OTCQB
AITUF,Anritsu Corp.,Ordinary Shares,N,Grey Market
AITUY,Anritsu Corp.,American Depository Receipts,N,Grey Market
AITVF,"Asian Television Network International, Ltd.",Ordinary Shares,N,Pink Current
AITX,Artificial Intelligence Technology Solutions Inc.,Common Stock,N,Pink No Information
AIVAF,Aviva Plc,Ordinary Shares,N,Pink Current
AIVI,Aivtech International Group Co.,Common Stock,N,Pink No Information
AIVN,"American International Ventures, Inc.",Common Stock,N,Pink Current
AIVTF,Aurora Investment Trust PLC,Ordinary Shares,N,Grey Market
AIXN,"AiXin Life International, Inc.",Common Stock,N,OTCQB
AIXXF,Aixtron SE,Ordinary Shares,N,Pink Current
AJIA,Ajia Innogroup Holdings Limited,Common Stock,N,Pink Current
AJINF,"Ajinomoto Co., Inc.",Ordinary Shares,N,Grey Market
AJINY,"Ajinomoto Co., Inc.",American Depository Receipts,N,Pink Current
AJISF,"Ajis Co, Ltd.",Ordinary Shares,N,Grey Market
AJLGF,AJ Lucas Group Ltd.,Ordinary Shares,N,Grey Market
AJMPF,Ashmore Group Plc.,Ordinary Shares,N,Pink Current
AJSCY,"Ajisen China Holdings, Ltd.",American Depository Receipts,N,Grey Market
AJXGF,AgJunction Inc,Ordinary Shares,N,Pink Current
AKAAF,Aker AS,Ordinary Shares,N,Pink Current
AKABY,Alk Abello AS,American Depository Receipts,N,Pink Current
AKAOQ,"Achaogen, Inc.",Common Stock,N,Pink Current
AKAVF,Envirotek Remediation Inc.,Ordinary Shares,N,Grey Market
AKBDY,Akbank Turk Anonim Sirketi,Global Depository Receipts,N,Grey Market
AKBIF,Akebono Brake Industries,Ordinary Shares,N,Pink Current
AKBIY,Akebono Brake Industries,American Depository Receipts,N,Pink Current
AKBLF,Alk Abello AS,Ordinary Shares,N,Pink Current
AKBNF,Akbank Turk Anonim Sirketi,Ordinary Shares,N,Grey Market
AKBTY,Akbank Turk Anonim Sirketi,American Depository Receipts,N,OTCQX International Premier
AKCMF,Akcansa Cimento Sanayi Ve Ticaret AS,Ordinary Shares,N,Grey Market
AKCPF,ASUSTeK Computer Inc.,Ordinary Shares,N,Grey Market
AKEJF,Ariake Japan,Ordinary Shares,N,Grey Market
AKKVF,AKASTOR ASA ASA,Ordinary Shares,N,Pink Current
AKKVY,AKASTOR ASA ASA,American Depository Receipts,N,Pink Current
AKMNF,Akumin Inc.,Ordinary Shares,N,Pink Current
AKMYF,Alkemy SPA,Ordinary Shares,N,Grey Market
AKOM,Aerkomm Inc.,Common Stock,N,OTCQX U.S.
AKRFF,"Ackroo, Inc.",Ordinary Shares,N,Pink Current
AKRRF,Philly Shipyard ASA,Ordinary Shares,N,Pink Current
AKRTF,Aker Solutions Holding ASA,Ordinary Shares,N,Grey Market
AKRYY,Aker Solutions ASA,American Depository Receipts,N,Pink No Information
AKSJF,Sberbank of Russia,Ordinary Shares,N,Pink Current
AKSY,"Aksys, Ltd.",Common Stock,Y,Grey Market
AKTAF,Akita Drilling Ltd.,Ordinary Shares,N,Pink Current
AKVA,Arkanova Energy Corp.,Common Stock,N,Pink No Information
AKZOF,Akzo Nobel N.V.,Ordinary Shares,N,OTCQX International Premier
AKZOY,Akzo Nobel N.V.,American Depository Receipts,N,OTCQX International Premier
ALACF,Alacer Gold Corp.,Ordinary Shares,N,Grey Market
ALAN,"Alanco Technologies, Inc.",Common Stock,N,Pink No Information
ALARF,Alaris Royalty Corp.,Ordinary Shares,N,Grey Market
ALAXL,Almacenes Exito S.A.,Global Depository Receipts,N,Grey Market
ALBBY,Alibaba Health Information Technology Ltd,American Depository Receipts,N,Grey Market
ALBHF,Alibaba Health Information Technology Ltd,Ordinary Shares,N,Grey Market
ALBKF,Alpha Bank S.A.,Ordinary Shares,N,Pink Current
ALBKY,Alpha Bank S.A.,American Depository Receipts,N,Pink Current
ALBY,"Community Capital Bancshares, Inc.",Common Stock,N,OTCQX U.S.
ALCCF,Alicanto Minerals Ltd.,Ordinary Shares,N,Grey Market
ALCGF,Aliansce Shopping Centers SA,Ordinary Shares,N,Grey Market
ALCN,Atlantic Central Enterprise Ltd.,Common Stock,Y,Grey Market
ALDA,"Atlantica, Inc.",Common Stock,N,Pink Current
ALDVD,ALDEVER RES INC,Ordinary Shares,N,Pink Current
ALEAF,Aleafia Health Inc.,Ordinary Shares,N,OTCQX International
ALEDY,Allied Group Ltd.,American Depository Receipts,N,Pink Current
ALFC,Alfacourse Inc.,Common Stock,N,Pink Current
ALFDF,Astral Foods Ltd.,Ordinary Shares,N,Grey Market
ALFDY,Astral Foods Ltd.,American Depository Receipts,N,Grey Market
ALFFF,Alfa S.A.B de C.V,Ordinary Shares,N,Pink Current
ALFRY,Alfresa Holdings Corp.,American Depository Receipts,N,Grey Market
ALFVF,Alfa-Laval AB,Ordinary Shares,N,Pink Current
ALFVY,Alfa-Laval AB,American Depository Receipts,N,Pink Current
ALGC,"Algiers Bancorp, Inc.",Common Stock,N,Pink No Information
ALGDF,Algold Res Ltd,Ordinary Shares,N,Grey Market
ALGGF,"Alliance Global Group, Inc.",Ordinary Shares,N,Pink Current
ALGGY,"Alliance Global Group, Inc.",American Depository Receipts,N,Pink Current
ALGI,American Locker Group Inc.,Common Stock,Y,Grey Market
ALGWF,Alliance Growers Corp,Ordinary Shares,N,OTCQB
ALGXY,Affinity Energy & Health Ltd.,American Depository Receipts,N,Pink Current
ALHHF,Alco Holdings,Ordinary Shares,N,Grey Market
ALIAF,Alacer Gold Corp.,Ordinary Shares,N,Pink Current
ALIF,"Artificial Life, Inc.",Common Stock,N,Pink No Information
ALIOF,Actelion Ltd.,Ordinary Shares,N,Pink No Information
ALITF,"Alliance Trust Co., Ltd.",Ordinary Shares,N,Grey Market
ALIWF,Altus Towarzystwo Funduszy Inwestycyjnych SA,Ordinary Shares,N,Grey Market
ALIZF,Allianz SE,Ordinary Shares,N,Pink Current
ALKEF,Alkane Resources Ltd.,Ordinary Shares,N,OTCQX International
ALKHF,Alaska Hydro Corp.,Ordinary Shares,N,Grey Market
ALKM,"Alkame Holdings, Inc.",Common Stock,Y,Pink No Information
ALKN,"Alkane, Inc.",Common Stock,N,Pink No Information
ALLDF,ALD Intl,Ordinary Shares,N,Grey Market
ALLGF,Alligator Bioscience AB,Ordinary Shares,N,Grey Market
ALLLZ,Air Lease Corporation,Common Stock,N,Grey Market
ALLMQ,"Alliance Bioenergy Plus, Inc.",Common Stock,N,Pink No Information
ALLN,Allin Corp.,Common Stock,N,Pink No Information
ALLPF,Arocell AB Uppsala,Ordinary Shares,N,Pink Current
ALLQ,ALL-Q-TELL Corp.,Common Stock,N,Grey Market
ALLRZ,Allen Sys Group Inc,Common Stock,N,Grey Market
ALLVF,Altice Europe N V,Ordinary Shares,N,Pink Current
ALLWF,ALLIED MINDS LTD,Ordinary Shares,N,Pink Current
ALLXF,Bluenose Gold Corp.,Common Stock,Y,Pink No Information
ALMC,Alimco Financial Corporation,Common Stock,N,Pink No Information
ALME,Alamo Energy Corp.,Common Stock,Y,Grey Market
ALMFF,Altium Ltd.,Ordinary Shares,N,Pink Current
ALMMF,Aluminum Corporation of China Ltd.,Ordinary Shares,N,Pink Current
ALMTF,Almonty Industries Inc.,Ordinary Shares,N,OTCQX International
ALMY,"Alchemy Creative, Inc.",Common Stock,Y,Grey Market
ALNKF,"Arealink Co., Ltd.",Ordinary Shares,N,Grey Market
ALNPF,ANA Holdings Inc.,Ordinary Shares,N,Pink Current
ALNPY,ANA Holdings Inc.,American Depository Receipts,N,Pink Current
ALNRF,Mediclinic Intl PLC,Ordinary Shares,N,Grey Market
ALOD,"Allied Resources, Inc.",Common Stock,N,Pink Current
ALORY,Alior Bank SA,American Depository Receipts,N,Pink Current
ALPC,Alpha Investment Inc.,Common Stock,N,Pink Current
ALPE,alpha-En Corporation,Common Stock,N,OTCQB
ALPIB,Alpine Bks Colo,Common Stock,N,Pink Current
ALPKF,Alpek SAB DE CV,Ordinary Shares,N,Grey Market
ALPMF,"Astellas Pharma, Inc.",Ordinary Shares,N,Pink Current
ALPMY,"Astellas Pharma, Inc.",American Depository Receipts,N,Pink Current
ALPP,Alpine 4 Technologies Ltd.,Common Stock,N,OTCQB
ALPVN,Alabama Power Co.,Preferred Stock,N,Pink Current
ALRGF,Antler Gold Inc.,Ordinary Shares,N,Pink Current
ALRHF,Allreal Holding Ag,Ordinary Shares,N,Pink Current
ALRS,Alerus Financial Corp.,Common Stock,N,OTCQX U.S. Premier
ALRT,"ALR Technologies, Inc.",Common Stock,N,Pink Current
ALRY,Allenergy Inc.,Common Stock,Y,Grey Market
ALSE,"Alseres Pharmaceuticals, Inc.",Common Stock,N,Pink No Information
ALSI,"Atlas Resources International, Inc.",Common Stock,N,Pink No Information
ALSMY,Alstom,American Depository Receipts,N,Pink Current
ALSRF,"Alstria Office AG, Hamburg",Ordinary Shares,N,Grey Market
ALSSF,Alsea SA,Ordinary Shares,N,Pink Current
ALST,"Allstar Health Brands, Inc.",Common Stock,N,Pink No Information
ALSWF,Absolute Software Corp.,Ordinary Shares,N,Pink Current
ALSYY,ALS Ltd.,American Depository Receipts,N,Grey Market
ALTA,"Alterola Biotech, Inc.",Common Stock,N,Pink No Information
ALTAF,Altura Mining Ltd,Ordinary Shares,N,Pink Current
ALTB,Alpine Auto Brokers Inc,Common Stock,N,Pink No Information
ALTCY,Altice Europe N V,American Depository Receipts,N,Pink Current
ALTD,"Altitude International, Inc",Common Stock,N,OTCQB
ALTGF,AltaGas Ltd.,Preferred Stock,N,Grey Market
ALTKF,Altran Technologies SA,Ordinary Shares,N,Grey Market
ALTKY,Altran Technologies SA,American Depository Receipts,N,Pink Current
ALTMW,Altus Midstream Company,Warrants,N,Pink Current
ALTN,Alternus Energy Inc.,Common Stock,N,Pink Current
ALTPF,Altiplano Metals Inc.,Ordinary Shares,N,OTCQB
ALTSF,Alturas Minerals Corp.,Ordinary Shares,N,Grey Market
ALTX,"Altex Industries, Inc.",Common Stock,N,Pink Current
ALULF,Alara Resources Ltd.,Ordinary Shares,N,Grey Market
ALVLF,Alto Ventures Ltd.,Ordinary Shares,N,Grey Market
ALVOF,Alvopetro Energy Ltd,Ordinary Shares,N,OTCQX International
ALVRQ,Alvarion Ltd.,Common Stock,N,Pink No Information
ALVVF,Altice Europe N V,Ordinary Shares,N,Pink Current
ALXDF,Alexandria Minerals Corp.,Ordinary Shares,N,OTCQB
ALXEF,ALX Uranium Corp,Ordinary Shares,N,Pink Current
ALXXF,Avante Logixx Inc,Common Stock,N,Grey Market
ALYE,"Aly Energy Services, Inc.",Common Stock,N,OTCQB
ALYI,"Alternet Systems, Inc.",Common Stock,N,Pink Current
ALZAF,Adiverba Fonds Fuer Versicherungs & Bankaktien,Ordinary Shares,N,Grey Market
ALZTF,Solo Growth Corp.,Ordinary Shares,N,Grey Market
AMADF,Amadeus IT Group SA,Ordinary Shares,N,Pink Current
AMADY,Amadeus IT Group SA,American Depository Receipts,N,Pink Current
AMANF,Amano Corp.,Ordinary Shares,N,Grey Market
AMAR,"Amarillo Biosciences, Inc.",Common Stock,N,Pink Current
AMAVF,Arcam AB,Ordinary Shares,N,Pink No Information
AMAZ,Amazing Energy Oil & Gas Co.,Common Stock,N,OTCQX U.S.
AMBBY,Ambu A/S,American Depository Receipts,N,Pink Current
AMBD,American Mobile Dental Corp.,Common Stock,Y,Grey Market
AMBFF,Ambu A/S,Ordinary Shares,N,Grey Market
AMBK,"American Bank, Inc.",Common Stock,N,Pink Current
AMBKP,American Capital Trust I,Preferred Stock,N,Pink Current
AMBS,"Amarantus Bioscience Holdings, Inc.",Common Stock,N,Pink Current
AMBUY,Ambuja Cements Ltd.,American Depository Receipts,N,Grey Market
AMBZ,"American Business Bank (Los Angeles, CA)",Common Stock,N,Pink Current
AMCF,Andatee China Marine Fuel Services Corp,Common Stock,N,Pink No Information
AMCO,"Armco Metals Holdings, Inc.",Common Stock,N,Grey Market
AMCRF,Amcor Ltd.,Ordinary Shares,N,Pink Current
AMCRY,Amcor Ltd.,American Depository Receipts,N,Pink Current
AMCT,"American Education Center, Inc.",Common Stock,N,OTCQB
AMCUF,"Amata Corp. Public Co., Ltd.",Units,N,Grey Market
AMCY,"ACS Global, Inc.",Common Stock,N,Pink No Information
AMCZF,"Amata Corp. Public Co., Ltd.",Ordinary Shares,N,Grey Market
AMDDW,"SiNtx Technologies, Inc.",Warrants,N,Pink Current
AMDHF,CardieX Ltd.,Ordinary Shares,N,Grey Market
AMDLY,Amada Holdings Co Ltd,American Depository Receipts,N,Grey Market
AMDWF,Amada Holdings Co Ltd,Ordinary Shares,N,Pink Current
AMEN,"AMEN Properties, Inc.",Common Stock,N,Pink Limited
AMEUF,Admedus Ltd.,Ordinary Shares,N,Pink Current
AMFC,AMB Financial Corp.,Common Stock,N,Pink Current
AMFE,Amfil Technologies Inc.,Common Stock,N,Pink No Information
AMFL,"American Films, Inc.",Common Stock,N,Pink No Information
AMFPF,Amplifon S.p.A.,Ordinary Shares,N,Grey Market
AMFPY,Amplifon S.p.A.,American Depository Receipts,N,Grey Market
AMGDF,Aston Martin Lagonda Global Holdings plc.,Ordinary Shares,N,Pink Current
AMGXF,AnGes MG Inc.,Ordinary Shares,N,Grey Market
AMGY,"American Metal & Technology, Inc.",Common Stock,N,Pink No Information
AMHD,"HLK Biotech Holding Group, Inc.",Common Stock,N,Pink No Information
AMHFF,Amanta Resources Inc.,Ordinary Shares,N,Grey Market
AMHPF,Verde Agritech PLC,Ordinary Shares,N,OTCQB
AMHV,American Hemp Ventures Inc.,Common Stock,N,Pink Current
AMIGF,Admiral Group Plc.,Ordinary Shares,N,Pink Current
AMIGY,Admiral Group Plc.,American Depository Receipts,N,Pink Current
AMIH,American International Holdings Corp.,Common Stock,N,Pink No Information
AMIN,"American International Industries, Inc.",Common Stock,N,Pink No Information
AMIQF,Ashanti Sankofa Inc.,Ordinary Shares,N,Grey Market
AMIUF,Abra Mining & Industries AR,Ordinary Shares,N,Pink Current
AMIVF,Atrium Mortgage Investment Corp,Ordinary Shares,N,Grey Market
AMKAF,A.P. Moeller-Maersk A/S,Ordinary Shares,N,Pink Current
AMKBF,A.P. Moeller-Maersk A/S,Ordinary Shares,N,Pink Current
AMKBY,A.P. Moeller-Maersk A/S,American Depository Receipts,N,Pink Current
AMKYF,"Abc Mart, Inc.",Ordinary Shares,N,Grey Market
AMLC,Amelco Corp.,Common Stock,N,Pink No Information
AMLH,"American Leisure Holdings, Inc.",Common Stock,N,Pink No Information
AMLLF,"Aeon Mall Co., Ltd.",Ordinary Shares,N,Pink Current
AMLM,"American Lithium Minerals, Inc.",Common Stock,N,Pink No Information
AMLTF,AMP Ltd.,Ordinary Shares,N,Pink Current
AMLYY,AMP Ltd.,American Depository Receipts,N,Pink Current
AMLZF,African Minerals Ltd.,Ordinary Shares,N,Pink No Information
AMMCF,Amur Minerals Corp.,Ordinary Shares,N,Pink Current
AMMHF,AMMB Holdings BHD,Ordinary Shares,N,Grey Market
AMMJ,"American Cannabis Company, Inc.",Common Stock,N,OTCQB
AMMX,AmeraMex International Inc.,Common Stock,N,Pink Current
AMNC,Amincor Inc,Common Stock,N,Pink No Information
AMNCB,Amincor Inc,Common Stock,N,Pink No Information
AMNE,"American Green Group, Inc.",Common Stock,Y,Grey Market
AMNF,"Armanino Foods of Distinction, Inc.",Common Stock,N,Pink Current
AMNL,"Applied Minerals, Inc.",Common Stock,N,OTCQB
AMNP,American Sierra Gold Corp.,Common Stock,N,Pink No Information
AMNTF,Asia Cement (China) Holdings Corp,Ordinary Shares,N,Grey Market
AMNW,"Air Media Now!, Inc.",Common Stock,Y,Grey Market
AMNZF,AMBRIAN PLC,Ordinary Shares,N,Pink Current
AMOCF,Animoca Brands Corp.,Ordinary Shares,N,Grey Market
AMOO,"Zeecol International, Inc.",Common Stock,N,Pink No Information
AMOUF,Amco United Holding Ltd,Ordinary Shares,N,Grey Market
AMOVF,America Movil S.A.B. de CV,Ordinary Shares,N,Pink Current
